price,address,price_m2,rooms,toilets,direction,floors,property_legal_document,house_type,furnishing_sell,width,length,living_size,size
"3,25 tỷ","Đường Lê Đình Lý, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng","57,02 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,5 m,,,57 m²
"3,95 tỷ",Cập nhật 2 ngày trước,"131,67 triệu/m²",3 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,30 m²
"8,29 tỷ","Đường Ba Tơ, Phường 7, Quận 8, Tp Hồ Chí Minh","87,26 triệu/m²",4 phòng,5 phòng,Đông Bắc,4,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,,,
"2,50 tỷ","Đường Quang Trung, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh","119,05 triệu/m²",1 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4 m,5 m,,
"8,99 tỷ",Cập nhật 2 ngày trước,"199,78 triệu/m²",4 phòng,5 phòng,Tây Nam,5,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,,,
5 tỷ,"Đường Trần Hưng Đạo, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh","158,73 triệu/m²",3 phòng,3 phòng,Tây,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"3,86 tỷ","Thạnh Xuân 24, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","60,31 triệu/m²",3 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,16 m,,
"4,30 tỷ",Đường Nghiêm Toản,86 triệu/m²,2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,4 m,12.5 m,,50 m²
"1,35 tỷ","Đường Trần Quang Đạo, Xã Bình Khánh, Huyện Cần Giờ, Tp Hồ Chí Minh","22,50 triệu/m²",2 phòng,3 phòng,,2,Sổ chung / công chứng vi bằng,Nhà phố liền kề,,6.5 m,10 m,,
12 tỷ,"Đường Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh","184,62 triệu/m²",6 phòng,6 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,16 m,,
"3,50 tỷ",Cập nhật 2 ngày trước,"116,67 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,30 m²
"6,10 tỷ",Cập nhật 2 ngày trước,"88,41 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,69 m²
"2,15 tỷ","Đường Rừng Xác, Xã Bình Khánh, Huyện Cần Giờ, Tp Hồ Chí Minh","20,87 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,Nhà phố liền kề,,5 m,20.5 m,103 m²,
980 triệu,"Đường Lê Văn Việt, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","15,31 triệu/m²",3 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,5 m,,,
"1,15 tỷ","., Phường An Phú, Thành phố Thuận An, Bình Dương","12,78 triệu/m²",3 phòng,2 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,
980 triệu,"Đường Lê Văn Việt, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","15,31 triệu/m²",3 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,5 m,,,
"1,15 tỷ","., Phường An Phú, Thành phố Thuận An, Bình Dương","12,78 triệu/m²",3 phòng,2 phòng,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,5 m,,,
"4,25 tỷ",Cập nhật 2 giờ trước,"132,81 triệu/m²",4 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,87 m²,32 m²
890 triệu,"Đường Quốc lộ 1, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh","9,37 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,5 m,19 m,,95 m²
"4,95 tỷ",Cập nhật 2 ngày trước,"123,75 triệu/m²",3 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,40 m²
"4,35 tỷ","Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","51,18 triệu/m²",4 phòng,4 phòng,Đông Bắc,3,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,,,
"3,10 tỷ",Cập nhật 2 ngày trước,"64,58 triệu/m²",3 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,48 m²
670 triệu,"Đường Tân Túc, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh","7,88 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,5 m,17 m,170 m²,
"2,85 tỷ","Đường Tôn Đản, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng","47,50 triệu/m²",3 phòng,2 phòng,Tây Bắc,1,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"2,18 tỷ","Đường Quang Trung, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","136,25 triệu/m²",2 phòng,1 phòng,Đông,2,Đã có sổ,"Nhà ngõ, hẻm",,3 m,,,
13 tỷ,", Đường Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","154,76 triệu/m²",4 phòng,,Đông Bắc,5,Đang chờ sổ,Nhà phố liền kề,Hoàn thiện cơ bản,,,,
"2,50 tỷ",Cập nhật 2 ngày trước,"37,82 triệu/m²",2 phòng,2 phòng,Bắc,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,,,,
"5,75 tỷ",Cập nhật 2 ngày trước,115 triệu/m²,5 phòng,4 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,50 m²
8 tỷ,"Hẻm 242 Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","105,26 triệu/m²",5 phòng,5 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,4 m,,,
13 tỷ,"115, Phố Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội","317,07 triệu/m²",4 phòng,3 phòng,Tây,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,
"6,30 tỷ","5/7, Đường Số 32, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","60,58 triệu/m²",3 phòng,1 phòng,,2,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,25 m,,
"4,05 tỷ","Đường Liên khu 5-6, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","49,39 triệu/m²",3 phòng,3 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,,,
"7,70 tỷ","Gần Lê Văn Thịnh, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","72,64 triệu/m²",4 phòng,4 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,7.5 m,,,
"5,20 tỷ",Cập nhật 2 ngày trước,"123,81 triệu/m²",3 phòng,3 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",,,,,42 m²
8 tỷ,"Đường Số 10, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","115,94 triệu/m²",4 phòng,5 phòng,Đông Bắc,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,
"5,20 tỷ",Cập nhật 2 ngày trước,"123,81 triệu/m²",3 phòng,3 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",,,,,42 m²
8 tỷ,"Đường Số 10, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","115,94 triệu/m²",4 phòng,5 phòng,Đông Bắc,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,
"7,85 tỷ","Đường Lưu Chí Hiếu, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","133,05 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4.26 m,,,
"7,20 tỷ","143/48, Đường Phan Anh, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",100 triệu/m²,5 phòng,5 phòng,,5,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,4 m,,,
"4,45 tỷ","85/112/20, Bình Thành, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","74,17 triệu/m²",4 phòng,6 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,4 m,,,
"8,25 tỷ","Đường Lê Đức Thọ, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","80,10 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,3.7 m,28 m,,103 m²
"4,95 tỷ","Đường Số 6, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","88,39 triệu/m²",4 phòng,,,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4 m,14 m,,
"12,80 tỷ","Số, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",100 triệu/m²,4 phòng,4 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,5 m,26 m,,128 m²
"5,50 tỷ",Cập nhật 2 ngày trước,110 triệu/m²,3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,50 m²
17 tỷ,"1F, Đường số 10, Phường 13, Quận 6, Tp Hồ Chí Minh","188,89 triệu/m²",1 phòng,,,1,Đã có sổ,"Nhà mặt phố, mặt tiền",,5.6 m,16 m,,
"12,80 tỷ",Cập nhật 2 ngày trước,"142,22 triệu/m²",6 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,90 m²
"11,80 tỷ","Đường Khuông Việt, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh","134,09 triệu/m²",4 phòng,4 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4 m,22 m,,88 m²
"5,75 tỷ","Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","130,09 triệu/m²",4 phòng,3 phòng,Tây Nam,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,
73 tỷ,"Phố Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội","272,39 triệu/m²",6 phòng,6 phòng,,5,Đã có sổ,Nhà biệt thự,Nội thất cao cấp,5 m,,,
"24,50 tỷ","Đường Trần Ðình Xu, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh","152,17 triệu/m²",nhiều hơn 10 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,6 m,27 m,,161 m²
"1,20 tỷ","Cầu Xáng 1, Xã Phạm Văn Hai, Huyện Bình Chánh, Tp Hồ Chí Minh","7,50 triệu/m²",8 phòng,Nhiều hơn 6 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,10 m,16 m,,
"5,95 tỷ","Đường Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","97,54 triệu/m²",5 phòng,6 phòng,Tây,4,Đã có sổ,"Nhà ngõ, hẻm",,4.4 m,,,
"5,59 tỷ","Đường Ba Vì, Phường 15, Quận 10, Tp Hồ Chí Minh","77,64 triệu/m²",5 phòng,5 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4.5 m,,,
"7,45 tỷ","10, Phố Hoa Bằng, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",149 triệu/m²,4 phòng,4 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4.3 m,,,
"10,80 tỷ",Cập nhật 2 ngày trước,216 triệu/m²,10 phòng,Nhiều hơn 6 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,50 m²
"7,45 tỷ","10, Phố Hoa Bằng, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",149 triệu/m²,4 phòng,4 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,4.3 m,,,
"10,80 tỷ",Cập nhật 2 ngày trước,216 triệu/m²,10 phòng,Nhiều hơn 6 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,50 m²
"6,80 tỷ","Quốc lộ 13, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","115,25 triệu/m²",4 phòng,4 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4.5 m,13 m,200 m²,
"7,50 tỷ",Cập nhật 2 ngày trước,"208,33 triệu/m²",5 phòng,4 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,36 m²
11 tỷ,"Số, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","187,71 triệu/m²",4 phòng,5 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,6.5 m,9.2 m,,58.6 m²
"6,80 tỷ","Đường Thống Nhất, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","147,83 triệu/m²",4 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,5.6 m,8 m,,
"6,09 tỷ","Đường Nguyễn Thị Kiểu, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh","95,16 triệu/m²",4 phòng,5 phòng,Đông Bắc,5,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"2,50 tỷ"," Lưu Hữu Phước , Đường Lưu Hữu Phước, Phường 15, Quận 8, Tp Hồ Chí Minh","61,58 triệu/m²",2 phòng,,,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,2 m,20.3 m,,
"1,70 tỷ",Cập nhật 2 ngày trước,"28,33 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,60 m²
"3,59 tỷ",Cập nhật 2 ngày trước,"119,67 triệu/m²",4 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,30 m²
11 tỷ,"Đường Bàu Cát, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh","144,74 triệu/m²",4 phòng,5 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,4 m,,,
"1,59 tỷ",Đường Gò Hưu,"18,07 triệu/m²",2 phòng,1 phòng,Bắc,1,Đã có sổ,"Nhà ngõ, hẻm",,5.6 m,,,
"1,58 tỷ","Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","105,33 triệu/m²",1 phòng,1 phòng,Tây,2,Đã có sổ,"Nhà ngõ, hẻm",,3.1 m,,,
"25,50 tỷ","Đường Nguyễn Thái Bình, Phường Nguyễn Thái Bình, Quận 1, Tp Hồ Chí Minh","161,39 triệu/m²",nhiều hơn 10 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,6 m,26 m,,158 m²
"5,25 tỷ","Ng, Phường 2, Quận 5, Tp Hồ Chí Minh","169,35 triệu/m²",3 phòng,4 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,3.1 m,,,
"2,60 tỷ","Đường Liên khu 4-5, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","40,63 triệu/m²",3 phòng,,,2,Đã có sổ,"Nhà ngõ, hẻm",,4 m,,64 m²,
"6,30 tỷ","34/9A, Đường Yersin, Phường Nguyễn Thái Bình, Quận 1, Tp Hồ Chí Minh","250,90 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,3.1 m,,,
"1,40 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","66,67 triệu/m²",2 phòng,2 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,3.6 m,,,
"5,28 tỷ","1942 HUỲNH TẤN PHÁT, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","85,16 triệu/m²",4 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,5 m,12.5 m,,
980 triệu,"Đoàn Văn Bơ, Phường 14, Quận 4, Tp Hồ Chí Minh","15,31 triệu/m²",3 phòng,,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,5 m,13 m,,
"5,28 tỷ","1942 HUỲNH TẤN PHÁT, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","85,16 triệu/m²",4 phòng,3 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,5 m,12.5 m,,
980 triệu,"Đoàn Văn Bơ, Phường 14, Quận 4, Tp Hồ Chí Minh","15,31 triệu/m²",3 phòng,,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,5 m,13 m,,
"3,35 tỷ","Đường Nguyễn Ảnh Thủ, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh","83,75 triệu/m²",4 phòng,4 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,5 m,,,
"8,50 tỷ","Đường Trương Văn Thành, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","144,07 triệu/m²",4 phòng,5 phòng,Tây Bắc,4,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,
"6,15 tỷ",Cập nhật 2 ngày trước,205 triệu/m²,2 phòng,,,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,35 m²,30 m²
"1,20 tỷ","., Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương","3,43 triệu/m²",3 phòng,2 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,10 m,35 m,,
"5,35 tỷ","Số 1 kP Đông Tư, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương","58,15 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,4.5 m,20 m,258 m²,92 m²
"4,50 tỷ","Đường Trương Thị Hoa, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh","78,95 triệu/m²",4 phòng,3 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",,4.2 m,13.5 m,,
890 triệu,"Đường Đinh Văn Ước, Xã Hưng Long, Huyện Bình Chánh, Tp Hồ Chí Minh","8,90 triệu/m²",6 phòng,6 phòng,,2,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,5 m,,,
"12,70 tỷ","Đường số 18, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","211,67 triệu/m²",5 phòng,Nhiều hơn 6 phòng,,4,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,4 m,,,
"14,99 tỷ","Đường Bình Phú, Phường 10, Quận 6, Tp Hồ Chí Minh","162,93 triệu/m²",4 phòng,3 phòng,Nam,2,Đã có sổ,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,,,,
"4,70 tỷ",Cập nhật 2 ngày trước,"79,66 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,59 m²
"1,65 tỷ","N3, Xã Tân Mỹ Chánh, Thành phố Mỹ Tho, Tiền Giang","16,50 triệu/m²",3 phòng,2 phòng,Nam,2,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,,,,
"19,50 tỷ","Vành Đai Trong, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","111,43 triệu/m²",4 phòng,5 phòng,Tây Nam,4,Đã có sổ,Nhà biệt thự,Nội thất cao cấp,,,,
900 triệu,Đường Đông Thạnh 2-3,"16,07 triệu/m²",2 phòng,,,,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",,4 m,14 m,56 m²,56 m²
"6,50 tỷ","Đường Quốc lộ 13, Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","83,33 triệu/m²",4 phòng,4 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4 m,,,
"4,35 tỷ","Đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","67,97 triệu/m²",4 phòng,4 phòng,,33,Đã có sổ,"Nhà ngõ, hẻm",,4 m,16 m,,
"5,97 tỷ",Cập nhật 20 giờ trước,"132,67 triệu/m²",3 phòng,3 phòng,,3,Đã có sổ,Nhà phố liền kề,Nội thất đầy đủ,,,,
"1,05 tỷ","Đường An Phú Tây - Hưng Long, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh","10,88 triệu/m²",3 phòng,3 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,5 m,,,
"5,90 tỷ","Đường Phú Định, Phường 16, Quận 8, Tp Hồ Chí Minh","78,67 triệu/m²",4 phòng,3 phòng,Đông,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
"5,97 tỷ",Cập nhật 20 giờ trước,"132,67 triệu/m²",3 phòng,3 phòng,,3,Đã có sổ,Nhà phố liền kề,Nội thất đầy đủ,,,,
"1,05 tỷ","Đường An Phú Tây - Hưng Long, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh","10,88 triệu/m²",3 phòng,3 phòng,,1,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,5 m,,,
"5,90 tỷ","Đường Phú Định, Phường 16, Quận 8, Tp Hồ Chí Minh","78,67 triệu/m²",4 phòng,3 phòng,Đông,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
485 triệu,"724, Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","24,25 triệu/m²",1 phòng,1 phòng,,2,Sổ chung / công chứng vi bằng,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,4 m,,,
"3,10 tỷ",Cập nhật 2 ngày trước,"24,41 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,127 m²
"3,10 tỷ",Cập nhật 2 ngày trước,"172,22 triệu/m²",3 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,18 m²,18 m²
"6,50 tỷ","Hẻm 306, Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",125 triệu/m²,4 phòng,3 phòng,Đông Bắc,4,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,,,,
23 tỷ,"Đường Nguyễn Đình Chiểu, Phường 1, Quận 3, Tp Hồ Chí Minh","211,01 triệu/m²",10 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,5.4 m,22 m,,109 m²
"11,90 tỷ",Cập nhật 2 giờ trước,"82,64 triệu/m²",1 phòng,1 phòng,Tây,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,144 m²
"5,50 tỷ","Đường Số 1, Phường Hưng Thạnh, Quận Cái Răng, Cần Thơ","67,07 triệu/m²",3 phòng,1 phòng,Tây Nam,2,Đã có sổ,Nhà biệt thự,,,,,
840 triệu,Cập nhật 2 ngày trước,"10,50 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,80 m²
"1,10 tỷ",Cập nhật 2 ngày trước,11 triệu/m²,2 phòng,,,,Đã có sổ,"Nhà mặt phố, mặt tiền",,,,,100 m²
"3,85 tỷ","Đường Đào Duy Anh, Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh","64,17 triệu/m²",4 phòng,5 phòng,,,Đã có sổ,Nhà phố liền kề,,4 m,15 m,,60 m²
"4,50 tỷ","Đường Vĩnh Viễn, Phường 4, Quận 10, Tp Hồ Chí Minh","128,57 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,3 m,10 m,,35 m²
"9,85 tỷ","2, Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội","182,41 triệu/m²",4 phòng,4 phòng,,4,Đã có sổ,"Nhà ngõ, hẻm",,4.1 m,,240 m²,
"8,50 tỷ","Cư Xá Phú Lâm B , Phường 13, Quận 6, Tp Hồ Chí Minh","124,27 triệu/m²",4 phòng,,Tây Bắc,3,Đã có sổ,"Nhà mặt phố, mặt tiền",,3.8 m,18 m,,
"4,55 tỷ","Đường Mã Lò, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","82,73 triệu/m²",4 phòng,,,3,Đã có sổ,"Nhà ngõ, hẻm",,4 m,14 m,,
"2,75 tỷ",Cập nhật 2 ngày trước,"18,71 triệu/m²",2 phòng,,,,Đã có sổ,"Nhà ngõ, hẻm",,,,,147 m²
"4,85 tỷ","Đường Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Hà Nội","161,67 triệu/m²",3 phòng,4 phòng,Tây Bắc,5,Đã có sổ,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,,,,
"9,80 tỷ","Phố Đội Cấn, Phường Cống Vị, Quận Ba Đình, Hà Nội","264,86 triệu/m²",5 phòng,6 phòng,,7,Đã có sổ,"Nhà ngõ, hẻm",Nội thất đầy đủ,10 m,,,
3 tỷ,"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","46,15 triệu/m²",2 phòng,2 phòng,,,Đã có sổ,"Nhà mặt phố, mặt tiền",Bàn giao thô,5 m,13 m,,
"3,55 tỷ","Đường Số 2, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","54,62 triệu/m²",3 phòng,3 phòng,,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,5 m,,,
"9,90 tỷ","127, Đường Nguyễn Tư Giản, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh","145,59 triệu/m²",4 phòng,6 phòng,Đông Bắc,3,Đã có sổ,"Nhà ngõ, hẻm",Nội thất cao cấp,,,,
"1,10 tỷ","Đường Hoàng Quốc Việt, Phường An Bình, Thành phố Dĩ An, Bình Dương","32,35 triệu/m²",1 phòng,1 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,5 m,9 m,,
"1,68 tỷ","Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh","67,20 triệu/m²",2 phòng,2 phòng,,2,Đã có sổ,Nhà phố liền kề,Nội thất đầy đủ,3.3 m,,,
"25,50 tỷ","Đường Trần Hưng Đạo, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh","159,38 triệu/m²",nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,,Đã có sổ,"Nhà ngõ, hẻm",,6 m,26 m,,
